sentence_masked,sentence,aspect,polarity,polarity_label
"I have been a longtime fan of Holy Basil in the East Village , and while I do believe their food has slightly slipped in $T$ , I have been hesitant to be disloyal .","I have been a longtime fan of Holy Basil in the East Village , and while I do believe their food has slightly slipped in quality , I have been hesitant to be disloyal .",quality,-1,negative
"But the best part about LS is the late night $T$ , delightfully free of the BTs .","But the best part about LS is the late night atmosphere , delightfully free of the BTs .",atmosphere,1,positive
We even had a visit from the $T$ who wanted to make sure we were enjoying ourselves .,We even had a visit from the Manager who wanted to make sure we were enjoying ourselves .,Manager,1,positive
The $T$ there is very attentive and down to earth .,The staff there is very attentive and down to earth .,staff,1,positive
"You do n't go to Mizu for excellent $T$ , you go for the large amounts of food , the amiable atmosphere , and the hole-in-the-wall feeling of the place .","You do n't go to Mizu for excellent service , you go for the large amounts of food , the amiable atmosphere , and the hole-in-the-wall feeling of the place .",service,-1,negative
"You do n't go to Mizu for excellent service , you go for the large amounts of $T$ , the amiable atmosphere , and the hole-in-the-wall feeling of the place .","You do n't go to Mizu for excellent service , you go for the large amounts of food , the amiable atmosphere , and the hole-in-the-wall feeling of the place .",food,1,positive
"You do n't go to Mizu for excellent service , you go for the large amounts of food , the amiable $T$ , and the hole-in-the-wall feeling of the place .","You do n't go to Mizu for excellent service , you go for the large amounts of food , the amiable atmosphere , and the hole-in-the-wall feeling of the place .",atmosphere,1,positive
"The $T$ is always bad though , do n't expect much of anything from your server , and I would not recommend bringing a date here either .","The service is always bad though , do n't expect much of anything from your server , and I would not recommend bringing a date here either .",service,-1,negative
"The service is always bad though , do n't expect much of anything from your $T$ , and I would not recommend bringing a date here either .","The service is always bad though , do n't expect much of anything from your server , and I would not recommend bringing a date here either .",server,-1,negative
Monday nights are a bargain at the $ 28 $T$ - this includes a three course meal plus * three * glasses of wine paired with each course .,Monday nights are a bargain at the $ 28 prix fix - this includes a three course meal plus * three * glasses of wine paired with each course .,prix fix,1,positive
Monday nights are a bargain at the $ 28 prix fix - this includes a $T$ plus * three * glasses of wine paired with each course .,Monday nights are a bargain at the $ 28 prix fix - this includes a three course meal plus * three * glasses of wine paired with each course .,three course meal,1,positive
Monday nights are a bargain at the $ 28 prix fix - this includes a three course meal plus * three * $T$ paired with each course .,Monday nights are a bargain at the $ 28 prix fix - this includes a three course meal plus * three * glasses of wine paired with each course .,glasses of wine,1,positive
Monday nights are a bargain at the $ 28 prix fix - this includes a three course meal plus * three * glasses of wine paired with each $T$ .,Monday nights are a bargain at the $ 28 prix fix - this includes a three course meal plus * three * glasses of wine paired with each course .,course,0,neutral
It took them 15 minutes to put $T$ in our glasses .,It took them 15 minutes to put water in our glasses .,water,0,neutral
The $T$ is descent even when this small place is packed .,The service is descent even when this small place is packed .,service,1,positive
The service is descent even when this small $T$ is packed .,The service is descent even when this small place is packed .,place,-1,negative
This is the best $T$ in new york city - hands down .,This is the best sushi in new york city - hands down .,sushi,1,positive
I have eaten a lot of $T$ here .,I have eaten a lot of pizza here .,pizza,0,neutral
Great value for the quality $T$ .,Great value for the quality ingredients .,ingredients,1,positive
"The $T$ was small , thoroughly unremarkable , and $ 14.95 .","The Thali was small , thoroughly unremarkable , and $ 14.95 .",Thali,-1,negative
The $T$ is also great !,The sushi is also great !,sushi,1,positive
From the complimentary $T$ of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I ca n't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing .,From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I ca n't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing .,chef app,1,positive
From the complimentary chef app of a $T$ to an amazing buttery and tender langostine entree to a dessert that I ca n't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing .,From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I ca n't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing .,delicate butternut squash ravioli in a delicious truffle sauce,1,positive
From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing $T$ to a dessert that I ca n't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing .,From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I ca n't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing .,buttery and tender langostine entree,1,positive
From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a $T$ that I ca n't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing .,From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I ca n't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing .,dessert,0,neutral
